,molecule_chembl_id,IC50,units,smiles,pIC50
2142,CHEMBL3233777,24.0,nM,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,7.619788758288394
2143,CHEMBL213818,24.0,nM,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)cc4)c3c2)o1,7.619788758288394
2144,CHEMBL5266798,24.0,nM,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(CC)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,7.619788758288394
2145,CHEMBL3676374,24.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC(C)NC(=O)CCN(CC)CC,7.619788758288394
2146,CHEMBL4776057,24.0,nM,CS(=O)(=O)c1cccc(C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2OCCCN2CCOCC2)c1F,7.619788758288394
2147,CHEMBL3671520,24.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)CS(C)(=O)=O,7.619788758288394
2148,CHEMBL3925584,24.0,nM,COc1ccc(-c2cc3c(N[C@H](C)c4ccccc4F)ncnc3o2)cc1,7.619788758288394
2149,CHEMBL402149,24.0,nM,CO/N=C/c1c(N)ncnc1Nc1cccc(Br)c1,7.619788758288394
2150,CHEMBL3953210,24.0,nM,COc1ccc(-c2cc3c(N[C@H](C)c4cccc(F)c4)ncnc3o2)cc1,7.619788758288394
2151,CHEMBL493428,24.0,nM,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c2c1,7.619788758288394
2152,CHEMBL4778159,24.0,nM,N#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCO4)c1,7.619788758288394
2153,CHEMBL2425083,24.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC2(C1)CS(=O)(=O)C2,7.619788758288394
2154,CHEMBL2179119,24.1,nM,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)cc1,7.617982957425132
2155,CHEMBL3806213,24.1,nM,Fc1ccc(Nc2ncnc3cc(OCC4CCCO4)c4c(c23)OCCO4)cc1Cl,7.617982957425132
2156,CHEMBL4227281,24.2,nM,Cc1ccc(/C=N/NC(=O)N2CCc3ncnc(Nc4cccc(C(F)(F)F)c4)c3C2)cc1,7.616184634019569
2157,CHEMBL5188281,24.2,nM,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(-c2cn(S(=O)(=O)C(C)C)c3ccccc23)n1,7.616184634019569
2158,CHEMBL4088971,24.4,nM,OCCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]ccc23)[nH]1,7.61261017366127
2159,CHEMBL4782900,24.7,nM,COc1ccc(-c2c3c4cc(O)c(OCCCN(C)C)cc4[nH]c(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O.O=C(O)C(F)(F)F,7.607303046740334
2160,CHEMBL4204983,24.7,nM,CN(C)CCN(C)c1nc(Nc2ccc(F)cc2)nc2cnc(Nc3ccc(N4CCC(N(C)C)CC4)cn3)cc12,7.607303046740334
2161,CHEMBL4284684,24.8,nM,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(OCC(=O)N3CCOCC3)cc2)ncc1Cl,7.605548319173784
2162,CHEMBL2031312,24.8,nM,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)CCN1CCCCC1,7.605548319173784
2163,CHEMBL3753532,24.81,nM,COc1cc(NC(=O)Nc2ccccn2)cc(-c2c[nH]cn2)c1OC,7.605373235727791
2164,CHEMBL3219129,24.83,nM,C=CC(=O)Nc1cccc(N2C(=O)C(C(C)C)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,7.605023280445436
2165,CHEMBL5186794,24.9,nM,COc1cc2ncnc3c2cc1OCCOCCOc1ccc(Cl)cc1N3,7.603800652904264
2166,CHEMBL241919,24.9,nM,CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(C)c4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,7.603800652904264
2167,CHEMBL4102822,24.9,nM,Cc1cc(Nc2ncc3c(n2)N([C@H]2CCN(C(=O)C4CCCCC4)C2)C(=O)N(c2ccccc2Cl)C3)ccc1N1CCN(C)CC1,7.603800652904264
2168,CHEMBL66409,25.0,nM,O=[N+]([O-])c1cc2c(Nc3cccc(Br)c3)ncnc2cc1Cl,7.6020599913279625
