,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hbd,n_hba,logp,passed,MACCS_clusters,ECFP4_clusters
0,CHEMBL53711,0.006,nM,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,11.221848749616356,343.04325754800004,1,5,3.5969000000000015,True,46,1
1,CHEMBL35820,0.006,nM,CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC,11.221848749616356,387.05823891599994,1,5,4.933300000000004,True,1,1
2,CHEMBL66031,0.008,nM,Brc1cccc(Nc2ncnc3cc4[nH]cnc4cc23)c1,11.096910013008056,339.01195742000004,2,4,4.012200000000001,True,2,1
3,CHEMBL53753,0.008,nM,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,11.096910013008056,329.02760748400004,2,5,3.572600000000002,True,2,1
4,CHEMBL176582,0.01,nM,Cn1cnc2cc3ncnc(Nc4cccc(Br)c4)c3cc21,11.0,353.027607484,1,5,4.0226000000000015,True,2,1
5,CHEMBL174426,0.025,nM,Cn1cnc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,10.602059991327963,353.02760748400004,1,5,4.022600000000002,True,2,1
6,CHEMBL29197,0.025,nM,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,10.602059991327963,359.02693878799994,1,5,4.153100000000003,True,1,1
7,CHEMBL327307,0.072,nM,COc1cc2ncnc(Nc3ccc(Br)c(Br)c3)c2cc1OC,10.142667503568731,436.937450856,1,5,4.915600000000003,True,1,1
8,CHEMBL53428,0.09,nM,CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,10.045757490560675,343.04325754800004,1,5,3.5969000000000015,True,20,1
9,CHEMBL4760328,0.1,nM,CCOc1ccccc1-c1cc2c(N[C@H](CCO)c3ccccc3)ncnc2[nH]1,10.0,388.1899260080001,3,5,4.559200000000003,True,13,28
10,CHEMBL5173517,0.1,nM,CC(C)c1cnc(N2CC(CS(C)(=O)=O)C2)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,10.0,543.2427871680001,2,10,3.0668000000000015,True,62,16
11,CHEMBL4784258,0.1,nM,COc1cc(CN(C)CCN(C)C)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,10.0,474.27432432800003,3,7,3.772400000000002,True,0,28
12,CHEMBL941,0.11,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,9.958607314841775,493.2590086120001,2,7,4.590320000000004,True,5,200
13,CHEMBL54400,0.13,nM,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,9.886056647693163,329.02760748400004,2,5,3.5726000000000013,True,2,1
14,CHEMBL51853,0.13,nM,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.886056647693163,315.01195742000004,2,5,3.113100000000001,True,2,1
15,CHEMBL5192793,0.15,nM,COc1ccc(-c2cc(=O)cc(-c3ccc(OC)cc3)o2)cc1,9.823908740944319,308.104858992,0,4,3.9910000000000023,True,125,637
16,CHEMBL418967,0.17,nM,CCCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCC,9.769551078621726,415.08953904399993,1,5,5.713500000000004,True,0,1
17,CHEMBL592617,0.17,nM,N#CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.769551078621726,381.022522104,2,5,3.988080000000002,True,15,7
18,CHEMBL166093,0.18,nM,OCC(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.744727494896694,389.0487368520001,4,7,2.2959999999999994,True,33,20
19,CHEMBL165864,0.19,nM,OCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.721246399047171,359.0381721680001,3,6,2.9351000000000003,True,9,20
20,CHEMBL166154,0.19,nM,CNc1cc2c(Nc3cccc(Cl)c3)ncnc2cn1,9.721246399047171,285.078123064,2,5,3.4635000000000007,True,2,172
21,CHEMBL5206444,0.2,nM,CC(C)c1ccc(N2CC(CS(C)(=O)=O)C2)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,9.698970004336019,542.2475382000001,2,9,3.671800000000002,True,62,16
22,CHEMBL5200991,0.2,nM,CC(C)c1cnc(N2C[C@H](CS(C)(=O)=O)[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,9.698970004336019,557.2584372320001,2,10,3.455300000000003,True,62,16
23,CHEMBL4175024,0.2,nM,OCc1ccc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3[nH]2)cc1,9.698970004336019,360.15862588000005,4,5,3.2627000000000006,True,13,28
24,CHEMBL4164805,0.2,nM,COc1cc(CO)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,9.698970004336019,390.1691905640001,4,6,3.2713,True,3,28
25,CHEMBL4776396,0.2,nM,CCOc1ccccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,9.698970004336019,374.1742759440001,3,5,4.169100000000002,True,13,28
26,CHEMBL161956,0.22,nM,CN(CCO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.657577319177793,373.0538222320001,2,6,2.9594000000000005,True,9,52
27,CHEMBL2031300,0.23,nM,CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1,9.638272163982407,468.12732152,2,6,3.7119000000000018,True,5,7
28,CHEMBL127041,0.24,nM,OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,9.619788758288394,359.038172168,3,6,2.9351000000000003,True,45,20
29,CHEMBL316064,0.24,nM,COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,9.619788758288394,349.10381134799997,1,5,4.409400000000002,True,1,1
30,CHEMBL4862351,0.2446,nM,CCOC(=O)c1ccccc1Nc1nc(Nc2ccc(OCC(=O)N3CCOCC3)cc2)ncc1Cl,9.611543547299734,511.162246612,2,9,4.031500000000003,True,0,308
31,CHEMBL2031298,0.27,nM,O=C(CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.568636235841012,453.116422488,2,5,4.950400000000004,True,12,7
32,CHEMBL2031303,0.27,nM,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN(C)C,9.568636235841012,431.15243087600004,2,6,4.454800000000003,True,0,6
33,CHEMBL2031297,0.28,nM,CN(C)CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.55284196865778,413.08512236,2,5,4.026100000000001,True,21,7
34,CHEMBL355816,0.28,nM,O=C(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.55284196865778,373.0174367240001,3,6,3.027400000000001,True,27,20
35,CHEMBL426580,0.29,nM,Cc1nc2cc3c(Nc4cccc(Br)c4)ncnc3cc2[nH]1,9.537602002101044,353.02760748400004,2,4,4.320620000000002,True,2,123
36,CHEMBL2031305,0.29,nM,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN1CCOCC1,9.537602002101044,473.16299556,2,7,4.225400000000003,True,0,6
37,CHEMBL5195164,0.3,nM,CC(C)c1cnc(N2CC[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,9.522878745280337,465.26523686400003,2,8,4.184600000000003,True,18,16
38,CHEMBL5207390,0.3,nM,CC(C)c1cnc(N2C[C@H](O)[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,9.522878745280337,481.26015148400006,3,9,3.155400000000002,True,18,16
39,CHEMBL4743998,0.3,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(NS(C)(=O)=O)cc3)cc12)c1ccccc1,9.522878745280337,407.141595912,3,5,4.169500000000002,True,11,8
40,CHEMBL4740573,0.3,nM,COc1cc(NS(C)(=O)=O)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,9.522878745280337,453.1470752160001,4,7,3.150500000000001,True,53,28
41,CHEMBL4785569,0.3,nM,CCOc1ccccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2[nH]1,9.522878745280337,358.17936132400007,2,4,5.196700000000004,True,1,28
42,CHEMBL5196495,0.3,nM,CC(C)c1ccc(N2C[C@H](CS(C)(=O)=O)[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,9.522878745280337,556.2631882640002,2,9,4.060300000000003,True,62,16
43,CHEMBL5206110,0.3,nM,COc1cc2ncnc3c2cc1OCCOCCOCCOc1ccc(Cl)cc1N3,9.522878745280337,431.124798484,1,8,3.839800000000002,True,0,25
44,CHEMBL4537790,0.3,nM,Cc1cc2cc(n1)-c1cnn(C)c1OCCC[C@@H](C)CN1/C(=N/C2=O)Nc2ccc(CN3CCN(C)CC3)cc21,9.522878745280337,542.3117724560001,1,9,3.7749200000000025,True,57,636
45,CHEMBL4061829,0.3,nM,OCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1,9.522878745280337,398.15428944800004,3,3,4.960900000000004,True,74,55
46,CHEMBL366580,0.34,nM,Brc1cccc(Nc2ncnc3cc4c[nH]nc4cc23)c1,9.468521082957745,339.01195742000004,2,4,4.012200000000001,True,2,1
47,CHEMBL5287229,0.35,nM,COc1cc(N2CCC(N)CC2)ccc1Nc1ncc(C(=O)OC(C)C)c(-c2cn(C)c3ccccc23)n1,9.455931955649724,514.2692389480001,2,9,4.880200000000004,True,5,134
48,CHEMBL603266,0.36,nM,O=C(Cn1sccc1=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.443697499232712,455.00515778799996,2,7,3.9978000000000016,True,94,7
49,CHEMBL39320,0.37,nM,Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,9.431798275933005,353.02760748400004,1,5,4.022600000000002,True,2,68
50,CHEMBL599863,0.37,nM,O=C(CNC(=O)Oc1ccccc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.431798275933005,491.0593015360001,3,6,4.863000000000003,True,52,7
51,CHEMBL2447950,0.38,nM,CCOc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OCC.Cl,9.42021640338319,379.085432208,1,5,5.246000000000004,True,1,35
52,CHEMBL4783569,0.4,nM,COc1ccccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,9.397940008672037,360.1586258800001,3,5,3.779000000000001,True,3,28
53,CHEMBL3759317,0.4,nM,COc1cc(C(=O)NCCN(C)C)cc(OC)c1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,9.397940008672037,505.2147608520001,2,8,4.840000000000004,True,29,177
54,CHEMBL4795296,0.4,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(S(C)(=O)=O)cc3)cc12)c1ccccc1,9.397940008672037,392.13069687999996,2,5,4.201500000000002,True,11,8
55,CHEMBL4793053,0.4,nM,[2H]C([2H])([2H])Oc1ccccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,9.397940008672037,363.17745611800007,3,5,3.7790000000000026,True,3,28
56,CHEMBL5208737,0.4,nM,CC(C)c1ccc(N2C[C@H](CS(C)(=O)=O)[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@](C)(O)[C@@H](F)C4)n3)cc12,9.397940008672037,556.2631882640002,2,9,4.060300000000003,True,62,16
57,CHEMBL3901622,0.4,nM,C[C@@H](Nc1ncnc2oc(-c3ccc(NCCN(C)C)cc3)cc12)c1ccccc1,9.397940008672037,401.221560484,2,6,5.036400000000004,True,29,19
58,CHEMBL4757806,0.4,nM,COc1cc(C(N)=O)ccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2[nH]1,9.397940008672037,387.1695249120001,3,5,3.9055000000000017,True,3,142
59,CHEMBL5095169,0.4,nM,CO[C@@H]1CCN(c2nccc(Nc3cc4c(C(C)C)ccc(N5C[C@H](CS(C)(=O)=O)[C@H]5C)c4cn3)n2)C[C@@H]1F,9.397940008672037,556.2631882640001,1,9,4.324300000000004,True,14,16
60,CHEMBL1204199,0.41,nM,CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC.Cl,9.387216143280265,423.03491662799996,1,5,5.355100000000004,True,1,1
61,CHEMBL188762,0.43,nM,CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.366531544420413,370.0429232,2,4,4.484400000000003,True,15,7
62,CHEMBL351629,0.44,nM,CN(CC(=O)O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.356547323513812,387.0330867880001,2,6,3.051700000000001,True,55,52
63,CHEMBL39337,0.44,nM,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,9.356547323513812,339.01195742,2,4,4.012200000000001,True,2,68
64,CHEMBL40734,0.44,nM,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,9.356547323513812,338.01670845200005,2,3,4.617200000000001,True,2,123
65,CHEMBL162821,0.45,nM,CNc1cc2c(Nc3cccc(C)c3)ncnc2cn1,9.346787486224656,265.13274548,2,5,3.118520000000001,True,10,53
66,CHEMBL3818015,0.47,nM,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1NC(=O)[C@@H]1COC(=O)N1,9.327902142064282,457.03856609199994,3,7,3.1914000000000007,True,19,189
67,CHEMBL5221067,0.47,nM,N#Cc1c(NC(=O)CNc2n[nH]c3ncccc23)sc2c1CCCC2,9.327902142064282,352.110630132,3,6,2.8204800000000008,True,193,635
68,CHEMBL4786776,0.5,nM,OCC[C@@H](Nc1ncnc2[nH]c(-c3ccccc3)cc12)c1ccccc1,9.301029995663981,344.16371126,3,4,4.1605000000000025,True,40,116
69,CHEMBL5194722,0.5,nM,CC[C@]1(F)CN(c2nccc(Nc3cc4c(C(C)C)ccc(N5C[C@H](CS(C)(=O)=O)[C@H]5C)c4cn3)n2)CC[C@H]1O,9.301029995663981,570.278838328,2,9,4.450400000000004,True,62,16
70,CHEMBL5185207,0.5,nM,CC(C)c1ccc(N2C[C@H](O)[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,9.301029995663981,480.26490251600006,3,8,3.7604000000000024,True,18,16
71,CHEMBL4792577,0.5,nM,COC[C@@H](Nc1ncnc2[nH]c(-c3ccc(CO)cc3OC)cc12)c1ccccc1,9.301029995663981,404.18484062799996,3,6,3.9254000000000024,True,3,28
72,CHEMBL3758582,0.5,nM,COc1ccc(C(=O)NCCN(C)C)cc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,9.301029995663981,475.20419616800007,2,7,4.831400000000004,True,29,9
73,CHEMBL3758770,0.5,nM,COc1cc(C(=O)NCCN(C)C)ccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,9.301029995663981,475.20419616800007,2,7,4.831400000000004,True,29,9
74,CHEMBL4101719,0.5,nM,OCCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1,9.301029995663981,412.16993951200004,3,3,5.351000000000004,True,74,55
75,CHEMBL4776751,0.5,nM,COc1cc(C(N)=O)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,9.301029995663981,403.16443953200013,4,6,2.8779000000000003,True,7,28
76,CHEMBL4763315,0.5,nM,CS(=O)(=O)Nc1ccc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3[nH]2)cc1,9.301029995663981,423.1365105320001,4,6,3.1419000000000006,True,11,116
77,CHEMBL2031304,0.51,nM,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN1CCCCC1,9.292429823902063,471.18373100400004,2,6,5.379100000000005,True,0,6
78,CHEMBL2031299,0.51,nM,O=C(CCN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.292429823902063,455.09568704400004,2,6,3.796700000000002,True,8,7
79,CHEMBL165547,0.56,nM,CN(CC(O)CO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.2518119729938,403.0643869160001,3,7,2.3202999999999996,True,55,330
80,CHEMBL4741922,0.6,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccncc3)cc12)c1ccccc1,9.221848749616356,315.148395544,2,4,4.193000000000002,True,2,8
81,CHEMBL5191674,0.6,nM,CN1CCC(c2ccc(-c3ccc4ncn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4n3)cc2)CC1,9.221848749616356,536.199445136,1,8,4.952300000000004,True,29,264
82,CHEMBL3891846,0.6,nM,C[C@@H](Nc1ncnc2oc(-c3ccc(NCCN4CCCCC4)cc3)cc12)c1ccccc1,9.221848749616356,441.252860612,2,6,5.960700000000005,True,8,19
83,CHEMBL4789027,0.6,nM,OCc1ccc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3[nH]2)cc1F,9.221848749616356,378.1492040680001,4,5,3.4018000000000006,True,13,116
84,CHEMBL4749862,0.6,nM,COc1cnccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,9.221848749616356,361.1538748480001,3,6,3.1740000000000004,True,3,28
85,CHEMBL4170121,0.6,nM,COc1cccc(OC)c1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2[nH]1,9.221848749616356,374.1742759440001,2,5,4.8152000000000035,True,3,8
86,CHEMBL4746770,0.6,nM,CC(C)Oc1ccccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2[nH]1,9.221848749616356,372.19501138800007,2,4,5.585200000000005,True,3,8
87,CHEMBL127086,0.61,nM,O=C(O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,9.214670164989233,387.033086788,3,6,3.4175000000000013,True,45,20
88,CHEMBL162622,0.65,nM,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,9.187086643357144,428.096021392,2,7,3.2750000000000012,True,9,66
89,CHEMBL1204168,0.66,nM,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC.Cl,9.18045606445813,395.00361649999996,1,5,4.574900000000003,True,1,1
90,CHEMBL3814257,0.662,nM,CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,9.1791420105603,330.06836690399996,2,4,4.124300000000002,True,15,7
91,CHEMBL317925,0.67,nM,COc1cc2ncnc(Nc3cccc(Br)c3)c2c(OC)c1OC,9.173925197299173,389.0375034719999,1,6,4.161700000000003,True,1,1
92,CHEMBL2031307,0.68,nM,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN(C)C,9.167491087293763,455.15243087600004,2,6,4.931480000000004,True,5,190
93,CHEMBL4759127,0.7,nM,NC(=O)Cc1cccc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3[nH]2)c1,9.154901959985743,387.1695249120001,4,5,2.7982000000000005,True,33,116
94,CHEMBL4778894,0.7,nM,COc1cc(NS(C)(=O)=O)ccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2[nH]1,9.154901959985743,437.1521605960001,3,6,4.178100000000002,True,11,142
95,CHEMBL5193016,0.7,nM,CO[C@@H]1[C@H](O)CN(c2nccc(Nc3cc4c(C(C)C)ccc(N5C[C@H](CS(C)(=O)=O)[C@H]5C)c4cn3)n2)CC1(F)F,9.154901959985743,590.248681072,2,10,3.5923000000000025,True,14,16
96,CHEMBL4751641,0.7,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(S(N)(=O)=O)cc3)cc12)c1ccccc1,9.154901959985743,393.125945848,3,5,3.445400000000001,True,11,8
97,CHEMBL4744798,0.7,nM,CC(=O)Nc1ccc(-c2cc3c(N[C@H](C)c4ccccc4)ncnc3[nH]2)cc1,9.154901959985743,371.17461029200007,3,4,4.756400000000003,True,20,8
98,CHEMBL289213,0.72,nM,CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,9.142667503568731,439.06438691600005,3,5,4.133600000000002,True,55,115
99,CHEMBL3814882,0.772,nM,O=C(NCCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.112382699664265,468.12732152,3,5,4.743300000000003,True,32,7
100,CHEMBL162142,0.78,nM,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)cc23)c1,9.10790539730952,409.06505561200004,3,6,3.9086,True,2,66
101,CHEMBL4740295,0.8,nM,CS(=O)(=O)c1ccc(-c2cc3c(N[C@H](CO)c4ccccc4)ncnc3[nH]2)cc1,9.096910013008056,408.12561150000005,3,6,3.1739000000000015,True,11,28
102,CHEMBL4746697,0.8,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccccc3OC(F)F)cc12)c1ccccc1,9.096910013008056,380.144867636,2,4,5.3994000000000035,True,3,142
103,CHEMBL4780286,0.8,nM,OC[C@@H](Nc1ncnc2[nH]c(-c3ccccc3)cc12)c1ccccc1,9.096910013008056,330.148061196,3,4,3.770400000000002,True,13,8
104,CHEMBL4764993,0.8,nM,COc1cc(NC(C)=O)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,9.096910013008056,417.18008959600013,4,6,3.737400000000001,True,7,28
105,CHEMBL4791195,0.8,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(C(N)=O)cc3)cc12)c1ccccc1,9.096910013008056,357.158960228,3,4,3.8969000000000014,True,15,8
106,CHEMBL36727,0.8,nM,Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,9.096910013008056,352.03235851600004,1,4,4.627600000000002,True,2,68
107,CHEMBL3814959,0.803,nM,NC(=O)Nc1ccc2ncnc(Nc3ccc(Br)cc3)c2c1,9.09528445472132,357.022522104,3,4,3.626500000000002,True,2,7
108,CHEMBL3814211,0.854,nM,NC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,9.068542129310995,331.063615872,3,4,3.656500000000001,True,15,58
109,CHEMBL5170376,0.9,nM,CC(C)c1cnc(N2CC(C(=O)N(C)C)C2)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,9.045757490560675,522.28670058,2,9,3.110400000000002,True,5,16
110,CHEMBL3759199,0.9,nM,COc1cccc(OC)c1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2s1,9.045757490560675,407.13036253200005,2,7,4.521000000000002,True,13,9
111,CHEMBL5177306,0.9,nM,CN1CCN(c2ccc(-c3ccc4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3ccccc3)C4)cc2)CC1,9.045757490560675,523.2041961680001,1,6,4.897700000000004,True,29,87
112,CHEMBL5172573,0.9,nM,CN1CCN(c2ccc(-c3ccc4ncn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4c3)cc2)CC1,9.045757490560675,536.199445136,1,8,4.499900000000003,True,29,87
113,CHEMBL3759369,0.9,nM,C[C@@H](Nc1ncnc2sc(-c3cccc(C(=O)NCCN(C)C)c3)cc12)c1ccccc1,9.045757490560675,445.19363148400004,2,6,4.8228000000000035,True,29,77
114,CHEMBL338114,0.91,nM,Brc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1,9.040958607678906,409.0650556120001,3,6,3.9086,True,2,20
115,CHEMBL126372,0.92,nM,OCC(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,9.036212172654444,389.048736852,4,7,2.2960000000000003,True,33,20
116,CHEMBL165630,0.93,nM,OCCN(CCO)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.031517051446064,446.1065860760001,4,8,2.229399999999999,True,8,20
117,CHEMBL328106,0.96,nM,COc1cc2ncnc(Nc3ccc(Br)cc3)c2cc1OC,9.017728766960431,359.02693878799994,1,5,4.153100000000003,True,1,1
118,CHEMBL30432,1.0,nM,CN(C)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,9.0,395.1858436720001,1,7,4.232400000000002,True,10,315
119,CHEMBL3678946,1.0,nM,CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3)nc21,9.0,484.269907644,3,8,4.7184000000000035,True,21,136
120,CHEMBL4090686,1.0,nM,CCC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(CCCO)nc3-c3ccc(F)cc3)ccn2)c1,9.0,489.217617976,4,6,5.303400000000004,True,91,198
121,CHEMBL3416592,1.0,nM,COc1ccccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2s1,9.0,377.11979784800013,2,6,4.512400000000002,True,13,9
122,CHEMBL415738,1.0,nM,Cc1cccc(Nc2cc(NCCO)ncn2)c1,9.0,244.132411132,3,5,1.9328199999999995,True,85,634
123,CHEMBL3674150,1.0,nM,CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3F)nc21,9.0,503.2557348,3,9,3.9257000000000017,True,12,136
124,CHEMBL4094927,1.0,nM,CCC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,9.0,477.16347422800004,3,6,6.100400000000004,True,58,198
125,CHEMBL255376,1.0,nM,OC1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c23)CC1,9.0,512.173894592,3,8,4.303500000000002,True,0,32
126,CHEMBL271705,1.0,nM,Clc1cc(Nc2ncnc3[nH]nc(OCCN4CCOCC4)c23)ccc1OCc1ccccn1,9.0,481.162915308,2,9,3.4349000000000016,True,0,32
127,CHEMBL438536,1.0,nM,Cc1cc(Nc2ncnc3[nH]nc(OCCN4CCC(O)CC4)c23)ccc1OCc1cccc(F)c1,9.0,492.2285170079999,3,8,3.9585200000000027,True,0,32
128,CHEMBL208048,1.0,nM,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C(C)C)[C@@H](C)C(N)=O,9.0,445.16808094000004,2,6,4.258700000000004,True,35,10
129,CHEMBL472945,1.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN(C(C)C)[C@@H](C)C(N)=O,9.0,445.16808094000004,2,6,4.258700000000004,True,35,91
130,CHEMBL76751,1.0,nM,c1csc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)c1,9.0,348.05033838400004,2,5,5.644700000000002,True,2,51
131,CHEMBL79215,1.0,nM,c1ccc(NCCN(c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)n2cccc2)cc1,9.0,465.173564736,3,7,6.099500000000004,True,32,319
132,CHEMBL3218347,1.0,nM,CCC(=O)Nc1cccc(Nc2cc(Nc3cccc(Br)c3)ncn2)c1,9.0,411.069472296,3,5,5.074800000000002,True,111,195
133,CHEMBL431977,1.0,nM,NC(=O)C1CCN(Cc2ccc(-c3cc4nccc(Nc5ccc6[nH]ccc6c5)c4s3)cc2)CC1,9.0,481.19363148400004,3,5,5.885500000000004,True,8,165
134,CHEMBL310853,1.0,nM,c1csc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)c1,9.0,347.055089416,2,4,6.2497000000000025,True,42,434
135,CHEMBL1088901,1.0,nM,CN(C)CCCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.0,427.100772424,2,5,4.4162000000000035,True,21,7
