,molecule_chembl_id,IC50,units,smiles,pIC50
3634,CHEMBL3263366,1320.0,nM,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3cccc4ccccc34)C2)cc1C,5.87942606879415
3635,CHEMBL3263372,5260.0,nM,Cc1ccc(C2=NN(C3=NC(c4ccccc4)CS3)C(c3ccc4ccccc4c3)C2)cc1,5.279014255846261
3636,CHEMBL3263373,650.0,nM,Cc1ccc(C2=NN(C3=NC(c4ccccc4)CS3)C(c3ccc4ccccc4c3)C2)cc1C,6.187086643357144
3637,CHEMBL3263374,6310.0,nM,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccc3ccccc3c2)=N1,5.199970640755866
3638,CHEMBL3263378,2800.0,nM,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc4ccccc4c3)C2)cc1,5.552841968657781
3639,CHEMBL3263379,3250.0,nM,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc4ccccc4c3)C2)cc1,5.488116639021126
3640,CHEMBL3263380,120.0,nM,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc4ccccc4c3)C2)cc1C,6.920818753952375
3641,CHEMBL3290142,11.0,nM,C=CC(=O)Nc1cccc(Nc2ncc(NC(=O)c3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)cn2)c1,7.958607314841775
3642,CHEMBL3290148,7.0,nM,C=CC(=O)NCC(=O)Nc1cccc(Nc2ncc(NC(=O)c3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)cn2)c1,8.154901959985743
3643,CHEMBL3287898,7500.0,nM,CCc1ccccc1NC(=O)N1C[C@@H](C)Oc2cc(-c3ccc([C@H]4CC[C@H](CC(=O)O)CC4)cc3)ccc21,5.1249387366083
3644,CHEMBL3297893,122.1,nM,Cc1nc(Nc2ccc(C(F)(F)F)cc2)c2cc(C)oc2n1,6.913284336055117
3645,CHEMBL3297894,30.2,nM,Cc1nc(Nc2ccc(F)c(Cl)c2)c2cc(C)oc2n1,7.519993057042849
3646,CHEMBL3297892,30.0,nM,C#Cc1cccc(Nc2nc(C)nc3oc(C)cc23)c1,7.522878745280337
3647,CHEMBL3297898,68.2,nM,COc1ccc(N(C)c2nc(C)nc3oc(C)cc23)cc1,7.166215625343521
3648,CHEMBL3297897,42.2,nM,COc1ccc(Nc2nc(C)nc3oc(C)cc23)cc1,7.374687549038326
3649,CHEMBL3297900,73.3,nM,CCCN(c1ccc(OC)cc1)c1nc(C)nc2oc(C)cc12,7.134896025358872
3650,CHEMBL3298000,82.3,nM,COc1ccc(N(C)c2nc(C)nc3oc(C)cc23)cc1.Cl,7.08460016478773
3651,CHEMBL3297896,90.2,nM,Cc1nc(Nc2cccc3[nH]ccc23)c2cc(C)oc2n1,7.044793462458058
3652,CHEMBL3297999,84.4,nM,COc1ccc(N(c2nc(C)nc3oc(C)cc23)C(C)C)cc1,7.073657553374344
3653,CHEMBL3297899,70.7,nM,CCN(c1ccc(OC)cc1)c1nc(C)nc2oc(C)cc12,7.150580586203101
3654,CHEMBL3297895,102.3,nM,Cc1nc(Nc2ccc(Cl)cc2)c2cc(C)oc2n1,6.99012436628784
3655,CHEMBL3297891,145.2,nM,Cc1nc(Nc2cccc3ccccc23)c2cc(C)oc2n1,6.838033383635925
3656,CHEMBL3297998,340.1,nM,CCCCN(c1ccc(OC)cc1)c1nc(C)nc2oc(C)cc12,6.468393368067278
3657,CHEMBL3297816,113.2,nM,Cc1nc(Nc2ccccc2)c2cc(C)oc2n1,6.946153573147748
3658,CHEMBL3040861,2.0,nM,c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCO5)c2)cc1,8.698970004336019
3659,CHEMBL3040806,42.0,nM,c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCCO5)c2)cc1,7.376750709602099
3660,CHEMBL3040910,27.0,nM,c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCCCO5)c2)cc1,7.568636235841013
3661,CHEMBL3347498,850.0,nM,OB(O)c1ccc(COc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)cc1,6.070581074285707
3662,CHEMBL3347488,270.0,nM,OB(O)/C=C/COc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,6.568636235841013
3663,CHEMBL3347487,200.0,nM,CC1(C)[C@H]2CC3OB(COc4ccc5ncnc(Nc6cccc(Cl)c6)c5c4)O[C@@]3(C)[C@@H]1C2,6.698970004336019
3664,CHEMBL3360602,0.77,nM,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCn1ccnc1[N+](=O)[O-],9.113509274827518
