,molecule_chembl_id,IC50,units,smiles,pIC50,passed
6142,CHEMBL3628799,3950.0,nM,O=C(Nc1ccc(Nc2ncnc3sc4c(c23)CCCC4)cc1)Nc1cccc(Br)c1,5.403402904373539,True
6144,CHEMBL3263359,3960.0,nM,Cc1ccc(C2=NN(C3=NC(c4ccccc4)CS3)C(c3cccc4ccccc34)C2)cc1C,5.402304814074488,True
6146,CHEMBL3221552,4000.0,nM,COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C.Cl,5.3979400086720375,True
6150,CHEMBL2018755,4000.0,nM,COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C,5.3979400086720375,True
6152,CHEMBL7810,4000.0,nM,COc1cc(O)c2c(=O)c(-c3cccc(Cl)c3)cn(CCc3ccccc3)c2c1,5.3979400086720375,True
6153,CHEMBL543669,4000.0,nM,COc1cc2ncnc(N(C)c3ccccc3)c2cc1OC.Cl,5.3979400086720375,True
6157,CHEMBL382186,4100.0,nM,CS(=O)(=O)Nc1ccc2c(c1)CNc1c(Nc3cccc(Br)c3)ncnc1O2,5.3872161432802645,True
6158,CHEMBL448730,4100.0,nM,CCN(CC)CCn1c2ccccc2c2c(Nc3cccc(Br)c3)ncnc21,5.3872161432802645,True
6160,CHEMBL1641989,4100.0,nM,CN(C)CCCC(=O)Nc1ccc2c(C#N)cnc(Nc3cccc(Br)c3)c2c1,5.3872161432802645,True
6161,CHEMBL117804,4100.0,nM,c1ccc(CCNc2ncnc3ccccc23)cc1,5.3872161432802645,True
6164,CHEMBL4635625,4110.0,nM,C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(C)c4)ncc3F)C[C@]12NC(=O)[C@@H]1CC1(F)F,5.386158178123931,True
6166,CHEMBL1958039,4120.0,nM,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccc(Cl)cc2)=N1,5.3851027839668655,True
6170,CHEMBL3237940,4150.0,nM,Cc1nn(-c2ccc(Cl)cc2)c(Cl)c1C1C(C#N)=C(N)N(c2cccnc2)C2=C1C(=O)CCC2,5.381951903287908,True
6177,CHEMBL4216265,4210.0,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(C)=O)n1,5.375717904164332,True
6180,CHEMBL1958217,4240.0,nM,COc1ccc(C2CC(c3ccc(C)cc3)=NN2C2=NC(=O)CS2)cc1,5.372634143407267,True
6181,CHEMBL1958024,4270.0,nM,COc1ccc(C2CC(c3ccccc3)=NN2C2=NC(=O)CS2)cc1,5.369572124974976,True
6182,CHEMBL153518,4270.0,nM,CCN(CC)CCn1c2ccc(OC)cc2c2c(Nc3cccc(Br)c3)ncnc21,5.369572124974976,True
6185,CHEMBL3233762,4286.0,nM,CN(C)CCN(C)CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,5.36794783329419,True
6190,CHEMBL3325474,4300.0,nM,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(C)ccc2n2nnnc12,5.366531544420414,True
6191,CHEMBL1242847,4300.0,nM,COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,5.366531544420414,True
6192,CHEMBL4069070,4300.0,nM,COc1ccc(OC)c(Sc2cccc3[nH]c4nc(N)nc(N)c4c23)c1,5.366531544420414,True
6196,CHEMBL499345,4310.0,nM,Nc1nc(Nc2cccc(Br)c2)c2cc(Cc3ccccc3Cl)[nH]c2n1,5.3655227298392685,True
6201,CHEMBL4866102,4354.0,nM,c1ccc(COc2cccc(-c3nc4sccn4c3-c3ccncn3)c2)cc1,5.361111575294925,True
6203,CHEMBL3742200,4390.0,nM,Oc1nnc(-c2c[nH]c(-c3ccccc3)c2-c2ccccc2)c2cn(-c3ccc(Cl)cc3)nc12,5.357535479757878,True
6208,CHEMBL1241674,4400.0,nM,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,5.356547323513812,True
6209,CHEMBL206848,4400.0,nM,O=C(O)c1ccc2c(c1)CNc1c(Nc3ccc(F)c(Cl)c3)ncnc1O2,5.356547323513812,True
6211,CHEMBL1928889,4410.0,nM,Clc1ccc(CNc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)cc1,5.355561410532162,True
6212,CHEMBL3739587,4480.0,nM,CC(=O)c1nn(-c2ccc(Cl)cc2)cc1C(=O)c1c(C)[nH]c(-c2ccccc2)c1-c1ccccc1,5.348721986001856,True
6217,CHEMBL109296,4500.0,nM,CCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,5.346787486224656,True
6218,CHEMBL2064398,4500.0,nM,C[C@@H](Nc1ncnc2cc3oc(=O)n(CCCN4CCOCC4)c3cc12)c1ccccc1,5.346787486224656,True
6221,CHEMBL4094471,4500.0,nM,Clc1ccccc1-c1nnc(Cc2nc3ccccc3[nH]2)o1,5.346787486224656,True
6224,CHEMBL1242757,4600.0,nM,CC(C)n1nc(-c2cccc3[nH]ccc23)c2c(N)ncnc21,5.337242168318426,True
6227,CHEMBL418203,4600.0,nM,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H](O)C1,5.337242168318426,True
6228,CHEMBL5287053,4600.0,nM,COc1ccc(C(=O)n2nc(-c3ccncc3)nc2N)cc1,5.337242168318426,True
6232,CHEMBL1914657,4608.0,nM,Br.CC(Nc1ncnc2[nH]c(-c3ccc(O)cc3)cc12)c1ccc(C(F)(F)F)cc1,5.336487529584844,True
6233,CHEMBL3759155,4610.0,nM,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCN1CCCCC1,5.336299074610352,True
6237,CHEMBL3739750,4670.0,nM,CC(=O)c1nn(-c2ccccc2)cc1C(=O)c1c(C)[nH]c(-c2ccccc2)c1-c1ccccc1,5.330683119433888,True
6239,CHEMBL1822063,4680.0,nM,COc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc(C)cc3)C2)cc1,5.329754146925876,True
6243,CHEMBL4081698,4700.0,nM,CCC(=O)N1CCC[C@@H](n2nc(-c3ccccc3)c3c(N)ncnc32)C1,5.327902142064283,True
6244,CHEMBL484109,4700.0,nM,Nc1nc(Nc2cccc(Br)c2)c2cc(CCc3ccc4ccccc4c3)[nH]c2n1,5.327902142064283,True
6245,CHEMBL2333985,4700.0,nM,COc1cc2ncnc(Nc3ccc(C(C)(F)F)cc3)c2cc1OC,5.327902142064283,True
6251,CHEMBL481789,4720.0,nM,COc1ccc2c(c1)SCc1cnc(-c3ccccc3)nc1-2,5.3260580013659125,True
6253,CHEMBL1958028,4790.0,nM,O=C1CSC(N2N=C(c3ccc(F)cc3)CC2c2ccc(Br)cc2)=N1,5.319664486585437,True
6254,CHEMBL3327179,4800.0,nM,N#CC1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2ccccc2n2nnnc12,5.318758762624412,True
6257,CHEMBL1241579,4800.0,nM,C[C@H](CN)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,5.318758762624412,True
6260,CHEMBL484108,4800.0,nM,Nc1nc(Nc2cccc(Br)c2)c2cc(CCc3cccc4ccccc34)[nH]c2n1,5.318758762624412,True
6262,CHEMBL1242748,4800.0,nM,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@H]1CCOC1,5.318758762624412,True
6263,CHEMBL126456,4800.0,nM,CCOc1cc2ncnc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,5.318758762624412,True
6264,CHEMBL2018750,4800.0,nM,COc1cc2ncnc(Nc3ccc(NC(=O)OC(C)C)cc3)c2cc1OC,5.318758762624412,True
6268,CHEMBL1958020,4860.0,nM,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccc(F)cc2)=N1,5.313363730737707,True
6274,CHEMBL330882,4900.0,nM,COc1cccc2ncnc(NCc3ccccc3)c12,5.309803919971486,True
6279,CHEMBL1821891,4940.0,nM,COc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(Cl)cc3)C2)cc1,5.306273051076353,True
6283,CHEMBL4103121,5000.0,nM,CCC(=O)N1CCC[C@@H](n2nc(-c3ccc(F)cc3)c3c(N)ncnc32)C1,5.301029995663981,True
6285,CHEMBL1241587,5000.0,nM,CC(C)n1nc(-c2ccc3c(c2)CCO3)c2c(N)ncnc21,5.301029995663981,True
6286,CHEMBL2018762,5000.0,nM,CCOC(=O)Nc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1C,5.301029995663981,True
6289,CHEMBL3221555,5000.0,nM,CCOC(=O)Nc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1C.Cl,5.301029995663981,True
6292,CHEMBL200381,5000.0,nM,N#Cc1cnc2cnc(NCc3cccnc3)cc2c1Nc1ccc(F)c(Cl)c1,5.301029995663981,True
6293,CHEMBL238322,5000.0,nM,N#Cc1cnc2cnc(NCc3cccnc3)cc2c1Nc1ccccc1,5.301029995663981,True
6298,CHEMBL361322,5010.0,nM,c1ccc(Cc2nc3cc(Nc4ncnc5nn6ccccc6c45)ccc3[nH]2)cc1,5.300162274132754,True
6301,CHEMBL1270795,5048.0,nM,CSc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C)ns2)n1,5.296880653763922,True
6302,CHEMBL1821897,5070.0,nM,COc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc(F)cc3)C2)cc1,5.294992040666664,True
6306,CHEMBL367625,5100.0,nM,CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@@H]3N)nc21,5.292429823902063,True
6307,CHEMBL113185,5100.0,nM,COc1cc(Nc2nccc(-c3ccc(NCCN)nc3)n2)cc(OC)c1OC,5.292429823902063,True
6308,CHEMBL475351,5100.0,nM,COc1nc(Nc2ccc(-c3nc4ccccc4s3)c(OC)c2)c2cc[nH]c2n1,5.292429823902063,True
6309,CHEMBL3612564,5100.0,nM,COCCn1c(=O)oc2cc3ncnc(Nc4ccc(OC)cc4)c3cc21,5.292429823902063,True
6311,CHEMBL3740492,5100.0,nM,Cc1c(C(=O)c2coc3c2cc(O)c2ccccc23)[nH]c(-c2ccccc2)c1-c1ccccc1,5.292429823902063,True
6313,CHEMBL1929303,5110.0,nM,Fc1ccccc1-c1nnc(SCc2ccccc2)o1,5.291579099865287,True
6316,CHEMBL1242660,5140.0,nM,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)cc(OC)c1OC,5.289036881004725,True
6320,CHEMBL109372,5170.0,nM,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OC,5.286509456906058,True
6321,CHEMBL1828867,5170.0,nM,O=C(Cc1ccc(F)cc1)NS(=O)(=O)c1ccc(F)cc1,5.286509456906058,True
6324,CHEMBL364623,5200.0,nM,Cc1cc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)nc(C)n1,5.2839966563652006,True
6326,CHEMBL1614712,5200.0,nM,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,5.2839966563652006,True
6330,CHEMBL3233763,5222.0,nM,CN(C)CCCN(C)CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,5.282163132513074,True
6332,CHEMBL245799,5260.0,nM,N#Cc1cnc2ccc(-c3cccc(CN4CCOCC4)c3)cc2c1N[C@@H]1C[C@H]1c1ccccc1,5.279014255846261,True
6333,CHEMBL3263372,5260.0,nM,Cc1ccc(C2=NN(C3=NC(c4ccccc4)CS3)C(c3ccc4ccccc4c3)C2)cc1,5.279014255846261,True
6341,CHEMBL474543,5300.0,nM,Clc1ccc2c(Nc3ccc(-c4nc5ccccc5s4)cc3)ccnc2c1,5.275724130399211,True
6343,CHEMBL368278,5300.0,nM,CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@H]3CCC[C@@H](N)C3)nc21,5.275724130399211,True
6345,CHEMBL1241486,5320.0,nM,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1NC(C)CO,5.274088367704952,True
6347,CHEMBL1958031,5340.0,nM,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccccc2)=N1,5.272458742971444,True
6348,CHEMBL1821895,5350.0,nM,COc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(O)cc3)C2)cc1,5.271646217978772,True
6349,CHEMBL1958220,5350.0,nM,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Cl)cc3)C2)cc1,5.271646217978772,True
6354,CHEMBL309682,5400.0,nM,COc1cc2ncnc(Nc3cc(OC)c(OC)c(OC)c3)c2cc1OC,5.267606240177032,True
6356,CHEMBL2205030,5400.0,nM,O=S1(=O)N=S(c2ccc(Br)cc2)c2ccncc21,5.267606240177032,True
6358,CHEMBL3325471,5400.0,nM,COc1ccc2c(c1)cc(C1C(C#N)=C(N)N(c3cccnc3)C3=C1C(=O)CCC3)c1nnnn12,5.267606240177032,True
6362,CHEMBL3742060,5430.0,nM,Cc1ccc(-n2cc3c(-c4c(C)[nH]c(-c5ccccc5)c4-c4ccccc4)nnc(C)c3n2)cc1,5.265200170411153,True
6363,CHEMBL1958222,5460.0,nM,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(C)cc3)C2)cc1,5.262807357295263,True
6365,CHEMBL2442320,5490.0,nM,COc1cc(OC)c2c(=O)n(-c3ccc(F)c(Cl)c3)ccc2c1,5.260427655549908,True
6367,CHEMBL3221547,5500.0,nM,CCCOc1cc2ncnc(Nc3ccc(NC(=O)OCC)c(Cl)c3)c2cc1OC.Cl,5.259637310505756,True
6370,CHEMBL37346,5500.0,nM,Brc1cccc(Nc2ccnc3ccccc23)c1,5.259637310505756,True
6371,CHEMBL3612572,5500.0,nM,COCCn1c(=O)oc2cc3ncnc(Nc4ccc(OC)c(OC)c4)c3cc21,5.259637310505756,True
6372,CHEMBL76599,5530.0,nM,CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1ccccc1,5.257274868695302,True
6373,CHEMBL3263364,5530.0,nM,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3cccc4ccccc34)C2)cc1,5.257274868695302,True
6374,CHEMBL3234751,5540.0,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc(N(C)C)nc1,5.2564902352715706,True
6376,CHEMBL1821892,5560.0,nM,COc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(Br)cc3)C2)cc1,5.254925208417943,True
6377,CHEMBL1958210,5580.0,nM,Cc1ccc(C2CC(c3ccc(Br)cc3)=NN2C2=NC(=O)CS2)cc1,5.253365801062421,True
6378,CHEMBL49596,5600.0,nM,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(N)nc21,5.251811972993799,True
6385,CHEMBL186802,5600.0,nM,COc1cc2ncnc(Nc3cccc(NC(=O)c4ccccc4)c3)c2cc1OC,5.251811972993799,True
6386,CHEMBL4290355,5600.0,nM,COc1ccc(-c2nc3sc(-c4ccccc4)cn3n2)cc1,5.251811972993799,True
6392,CHEMBL1928890,5670.0,nM,Clc1cccc(Nc2ncnc3ccc(NCc4ccc(Br)cc4)cc23)c1,5.246416941107094,True
6396,CHEMBL4066118,5700.0,nM,c1ccc2c(Cc3nnc(Cc4nc5ccccc5[nH]4)o3)cccc2c1,5.2441251443275085,True
6398,CHEMBL1277620,5700.0,nM,COc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1OC,5.2441251443275085,True
6402,CHEMBL1821890,5710.0,nM,COc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(F)cc3)C2)cc1,5.243363891754152,True
6403,CHEMBL1440725,5720.0,nM,Cc1ccccc1-c1nnc(SCc2ccccc2)o1,5.242603971206976,True
6409,CHEMBL2064374,5800.0,nM,CCOC(=O)c1ccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)cc1,5.236572006437063,True
6410,CHEMBL2018759,5800.0,nM,COc1cc2ncnc(Nc3ccc(NC(=O)OC(C)C)c(C)c3)c2cc1OC,5.236572006437063,True
6411,CHEMBL205454,5800.0,nM,COc1ccc2c(c1)CNc1c(Nc3ccc(Cl)cc3)ncnc1O2,5.236572006437063,True
6412,CHEMBL5288191,5827.0,nM,COc1nc2ccccc2cc1-c1nc2c(cnn2-c2ccc(Br)cc2)c(=O)[nH]1,5.23455498190985,True
6420,CHEMBL4063701,5900.0,nM,CCC(=O)N1CCC[C@@H](n2nc(-c3ccc(C(F)(F)F)cc3)c3c(N)ncnc32)C1,5.229147988357856,True
6421,CHEMBL1278149,5900.0,nM,COc1cc2ncnc(Oc3ccc(Br)c(F)c3)c2cc1OC,5.229147988357856,True
6422,CHEMBL1828868,5930.0,nM,O=C(Cc1ccc(F)cc1)NS(=O)(=O)c1ccc(Cl)cc1,5.226945306635737,True
6423,CHEMBL1958219,5950.0,nM,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(F)cc3)C2)cc1,5.22548303427145,True
6424,CHEMBL1242472,5950.0,nM,CCOc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1OC,5.22548303427145,True
6429,CHEMBL2385993,6000.0,nM,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1C(=O)Nc1nccc(-c2cccc(F)c2)n1,5.221848749616356,True
6430,CHEMBL381306,6000.0,nM,Brc1ccc2c(c1)CNc1c(NCc3ccccc3)ncnc1O2,5.221848749616356,True
6436,CHEMBL296419,6057.0,nM,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,5.217742426336698,True
6443,CHEMBL4217686,6120.0,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(NC(=O)CCO)cc2)n1,5.213248577854439,True
6446,CHEMBL3221558,6150.0,nM,COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl.Cl,5.211124884224583,True
6448,CHEMBL2018751,6150.0,nM,COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl,5.211124884224583,True
6449,CHEMBL1956887,6160.0,nM,Nc1nc(Nc2cccc(Br)c2)c2cc(Cc3ccc(-c4ccccc4)cc3)[nH]c2n1,5.210419287835575,True
6455,CHEMBL1822064,6270.0,nM,COc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc(OC)cc3)C2)cc1,5.202732459169283,True
6459,CHEMBL485745,6300.0,nM,Fc1ccc(-c2nn3ccccc3c2-c2ccncc2)cc1,5.200659450546418,True
6462,CHEMBL204223,6300.0,nM,COc1cc(OC)c2c(c1)Oc1ncnc(Nc3cccc(Br)c3)c1NC2,5.200659450546418,True
6464,CHEMBL5190227,6302.0,nM,COc1cc2ncnc3c2cc1OCCOCCOc1cc(Cl)cc(c1)N3,5.200521601162019,True
6466,CHEMBL3263374,6310.0,nM,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccc3ccccc3c2)=N1,5.199970640755866,True
6467,CHEMBL1242379,6340.0,nM,COc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1OC,5.197910742118268,True
6470,CHEMBL483321,6400.0,nM,COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,5.1938200260161125,True
6475,CHEMBL1828869,6410.0,nM,O=C(Cc1ccc(F)cc1)NS(=O)(=O)c1ccc(Br)cc1,5.193141970481182,True
6478,CHEMBL1242113,6450.0,nM,CCn1nc(-c2ccc(OC)c(O)c2)c2c(N)ncnc21,5.1904402853647325,True
6479,CHEMBL1958038,6480.0,nM,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccc(F)cc2)=N1,5.188424994129407,True
6490,CHEMBL1958035,6670.0,nM,Cc1ccc(C2CC(c3ccc(Cl)cc3)=NN2C2=NC(=O)CS2)cc1,5.175874166083451,True
6492,CHEMBL56236,6680.0,nM,Cc1cc(C)c(C)c(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1C,5.175223537524454,True
6493,CHEMBL1241863,6700.0,nM,CC(C)n1nc(-c2ccc3[nH]c(=O)ccc3c2)c2c(N)ncnc21,5.173925197299174,True
6495,CHEMBL1828865,6740.0,nM,O=C(Cc1ccc(F)cc1)NS(=O)(=O)c1ccccc1,5.17134010346468,True
6497,CHEMBL2064391,6800.0,nM,CC(=O)c1cccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)c1,5.167491087293763,True
6505,CHEMBL1242028,6900.0,nM,CC(C)n1nc(-c2cc(F)c(O)cc2F)c2c(N)ncnc21,5.161150909262744,True
6506,CHEMBL1641993,6900.0,nM,N#Cc1cnc(Nc2cccc(Br)c2)c2cc(NC(=O)CCN3CCOCC3)ccc12,5.161150909262744,True
6508,CHEMBL4215703,6900.0,nM,Cc1cc(=O)n(-c2ccc(F)cc2)nc1C(=O)Nc1ccc(Oc2ncnc3ccsc23)c(F)c1,5.161150909262744,True
6509,CHEMBL1761929,6900.0,nM,COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1,5.161150909262744,True
6512,CHEMBL4106341,6920.0,nM,Cc1[nH]c2ncnc(NC3CCCCC3)c2c1C,5.1598939055432425,True
6513,CHEMBL1821894,6920.0,nM,COc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(OC)cc3)C2)cc1,5.1598939055432425,True
6515,CHEMBL117554,7000.0,nM,Clc1ccc(CNc2ncnc3ccccc23)cc1,5.154901959985743,True
6518,CHEMBL3325478,7000.0,nM,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(C)ccc2n2nnnc12,5.154901959985743,True
6520,CHEMBL203529,7000.0,nM,Fc1ccc2c(c1)CNc1c(Nc3ccccc3)ncnc1O2,5.154901959985743,True
6526,CHEMBL2018748,7050.0,nM,CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1,5.151810883008602,True
6527,CHEMBL3221550,7050.0,nM,CCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1.Cl,5.151810883008602,True
6529,CHEMBL58436,7100.0,nM,c1cc(Nc2nccc(-c3cccnc3)n2)cc(OCCn2ccnc2)c1,5.1487416512809245,True
6530,CHEMBL81073,7100.0,nM,COc1cc2ncc(C#N)c(Nc3cc(OC)c(OC)c(OC)c3)c2cc1OC,5.1487416512809245,True
6532,CHEMBL5092606,7137.0,nM,CN(C)C(=O)c1ccc(Nc2ncc(C(F)(F)F)c(N[C@H]3CC[C@@H](N)CC3)n2)cc1,5.146484303243072,True
6533,CHEMBL2064397,7200.0,nM,CN(c1ccccc1)c1ncnc2cc3oc(=O)n(CCCN4CCOCC4)c3cc12,5.142667503568732,True
6534,CHEMBL4282482,7200.0,nM,Clc1ccc(-c2cn3nc(-c4ccccc4)nc3s2)cc1,5.142667503568732,True
6535,CHEMBL3221553,7200.0,nM,COC(=O)Nc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1C.Cl,5.142667503568732,True
6537,CHEMBL2018761,7200.0,nM,COC(=O)Nc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1C,5.142667503568732,True
6540,CHEMBL4083815,7230.0,nM,O=c1c2ccccc2nc(-c2ccccc2)n1-c1nnc(-c2ccccc2Cl)s1,5.140861702705469,True
6542,CHEMBL101683,7300.0,nM,O=C(Nc1ccc(Cl)cc1)c1ccccc1NCc1ccncc1,5.136677139879544,True
6543,CHEMBL540292,7300.0,nM,CN(C)CC(CSc1ccccc1)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,5.136677139879544,True
6556,CHEMBL1241776,7400.0,nM,CC(C)n1nc(-c2ccc3nc[nH]c(=O)c3c2)c2c(N)ncnc21,5.130768280269024,True
6557,CHEMBL369967,7400.0,nM,CCNCc1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1CC,5.130768280269024,True
6559,CHEMBL1929308,7440.0,nM,CC(C)(C)c1ccc(-c2nnc(SCc3ccccc3)o2)cc1,5.128427064454121,True
6560,CHEMBL3237934,7442.0,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCN(C)CC3)c2)n1,5.1283103343144845,True
6562,CHEMBL1821893,7480.0,nM,COc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(C)cc3)C2)cc1,5.126098402135539,True
6563,CHEMBL383121,7500.0,nM,COc1ccc2c(c1)CNc1c(Nc3ccccc3)ncnc1O2,5.1249387366083,True
6565,CHEMBL107472,7500.0,nM,CNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,5.1249387366083,True
6566,CHEMBL3612580,7500.0,nM,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4ccc(OC)cc4)c3cc21,5.1249387366083,True
6575,CHEMBL98798,7600.0,nM,COc1cc2ncnc(Oc3cccc(Br)c3)c2cc1OC,5.119186407719209,True
6576,CHEMBL428690,7600.0,nM,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,5.119186407719209,True
6579,CHEMBL1822065,7660.0,nM,COc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc(O)cc3)C2)cc1,5.115771230367396,True
6582,CHEMBL1947045,7700.0,nM,COc1cccc(Nc2ccnc(Nc3cccc(OC)c3)n2)c1,5.113509274827518,True
6585,CHEMBL462338,7700.0,nM,COc1nc(Nc2ccc(-c3nc4ccccc4s3)cc2)c2cc[nH]c2n1,5.113509274827518,True
6587,CHEMBL3628796,7710.0,nM,COc1cc2ncnc(Nc3ccc(NC(=O)Nc4cccc(Br)c4)cc3)c2cc1OC,5.112945621949043,True
6589,CHEMBL1822061,7780.0,nM,COc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc(Cl)cc3)C2)cc1,5.109020403010312,True
6593,CHEMBL3612574,7800.0,nM,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,5.107905397309519,True
6594,CHEMBL515598,7800.0,nM,c1ccc2sc(-c3ccc(Nc4ncnc5[nH]cnc45)cc3)nc2c1,5.107905397309519,True
6599,CHEMBL3742349,7880.0,nM,CCOC(=O)c1nn(-c2ccc(C)cc2)cc1C(=O)c1c(C)[nH]c(-c2ccccc2)c1-c1ccccc1,5.103473782510445,True
6600,CHEMBL2347973,7893.0,nM,COC(=O)[C@@H](Nc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12)c1ccccc1,5.102757897194635,True
6603,CHEMBL3416616,7904.0,nM,Brc1cc2c(NCc3ccccn3)ncnc2s1,5.102153068420428,True
6604,CHEMBL3805508,7920.0,nM,c1ccc(COc2cccc(C3CC(c4ccc5c(c4)OCCO5)=NN3c3ccccc3)c2)cc1,5.101274818410507,True
6605,CHEMBL1958211,7960.0,nM,COc1ccc(C2CC(c3ccc(Br)cc3)=NN2C2=NC(=O)CS2)cc1,5.099086932262331,True
6609,CHEMBL3221541,8000.0,nM,CCOC(=O)Nc1ccc(Nc2ncnc3cc(OCCN4CCOCC4)c(OC)cc23)cc1C.Cl,5.096910013008056,True
6612,CHEMBL1242753,8010.0,nM,CCOc1cc(-c2nn(CCO)c3ncnc(N)c23)ccc1OC,5.096367483915762,True
